"","Domain","Mean","Head_Count","Poverty_Gap","Poverty_Severity","Gini","Quintile_Share","Quantile_10","Quantile_25","Median","Quantile_75","Quantile_90","admin0Pcod","admin1Pcod","admin2Pcod","admin2Name","area"
"110","8007",14591.726145271,0.595377807744291,0.321038684369944,0.429405850591775,0.56033004595356,22.6419531818158,1974.90859003104,3840.77879598731,8019.2759620877,16805.5629495392,32582.8361673939,"BDI","BDI008","BDI008007","Muhanga",120.755065518578
"111","8008",14021.9022560352,0.609650765594752,0.33313017024762,0.443703226954968,0.561764580788052,22.8343360291526,1886.51459269079,3660.49063023656,7684.53288858651,16114.6633679832,31305.1870427062,"BDI","BDI008","BDI008008","Muruta",142.572141574911
"112","8009",13817.6916643696,0.615305289121154,0.337011302005706,0.448642126683286,0.562126005962037,22.8387817284893,1859.16025281863,3620.87162445728,7549.66631638062,15865.0729959532,30943.1455742312,"BDI","BDI008","BDI008009","Rango",174.224675597651
"113","9001",11031.3789414367,0.690401204382096,0.401597022146442,0.524132972097009,0.561762993689123,22.9090165800696,1479.84179021192,2878.20901562434,6050.50604937218,12679.5720727121,24646.8994624153,"BDI","BDI009","BDI009001","Bugabira",243.118439500323
"114","9002",12835.6543543132,0.6400104021662,0.357342020836111,0.47267650247838,0.562520975665536,22.9812147911765,1714.24847116772,3344.55111107549,7026.15181457557,14728.9309917973,28694.3711369823,"BDI","BDI009","BDI009002","Busoni",514.276816216269
"115","9003",13158.070156465,0.632496967992916,0.35114842003944,0.465432795091792,0.562506673994024,22.9235094917107,1770.9382188876,3434.75259459786,7188.6382263161,15081.7478792301,29398.8568629448,"BDI","BDI009","BDI009003","Bwambarangwe",185.850655261101
"116","9004",12925.0527905113,0.637017936601181,0.355040759765929,0.469835330007124,0.560347771869797,22.7657076821212,1741.14041802763,3385.4491152102,7113.09256299276,14914.4283865606,28997.1835994946,"BDI","BDI009","BDI009004","Gitobe",172.906562704773
"117","9005",13397.5272548319,0.631703015956035,0.353897452525434,0.467475324510045,0.570713942578125,24.2181635731926,1720.09850724099,3376.10867831844,7167.55930688266,15233.0903688388,29949.5136805315,"BDI","BDI009","BDI009005","Kirundo",222.750185824447
"118","9006",10620.5501901095,0.702236030047168,0.412549245207602,0.536676975713443,0.562093952044931,22.9453716468461,1421.5524959076,2770.89434160985,5822.90152661411,12203.3553859454,23794.8651220506,"BDI","BDI009","BDI009006","Ntega",246.7666768051
"119","9007",10536.7814524716,0.703421172930349,0.413163034427935,0.537637460615679,0.56129338152306,22.7915007574747,1415.40545572483,2756.26003388772,5794.34633111631,12110.9434536661,23545.8146873842,"BDI","BDI009","BDI009007","Vumbi",194.703675873803
